"time","Austria","Belgium","Croatia","Czechia","Denmark","France","Germany","Hungary","Iceland","Ireland","Italy","Luxembourg","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Spain","Sweden","United Kingdom"
"2009_28",NA,1.34374519156793,0,NA,NA,NA,NA,0,NA,0.152536601974804,NA,0,0,0,NA,NA,0,NA,7.52238805970149,0.0156988770685579,NA
"2009_29",NA,NA,0,NA,NA,NA,NA,0,NA,0.0952380952380952,NA,0,0,0,NA,0,0,2.17159763313609,NA,0,NA
"2009_30",NA,NA,0,NA,NA,NA,NA,0,NA,0.0960187353629977,NA,0,0,0,NA,0,0,NA,NA,0.00904929076331894,23.2945205479452
"2009_31",NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,NA
"2009_32",NA,NA,0,NA,NA,NA,32.4196428571429,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,NA
"2009_33",NA,NA,0,NA,NA,NA,0,NA,NA,0.132621951219512,NA,0,1.06285714285714,0,NA,0,0,NA,NA,0,0
"2009_34",NA,0.767543859649123,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,NA
"2009_35",NA,NA,2.73469387755102,NA,NA,NA,87.5593220338983,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0.0153114056009959,NA
"2009_36",NA,NA,0,NA,NA,NA,131.46511627907,0,NA,0,NA,0,0,0,NA,0,51.2173913043478,NA,NA,0.0238096823821671,NA
"2009_37",NA,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,43.9735099337748
"2009_38",NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,NA,0,0,9.35483870967742
"2009_39",NA,NA,0,0,0.301003344481605,NA,0,0,NA,0,NA,0,0,0,NA,0,0,NA,3.72398589065256,0.0279626325181064,18.5032679738562
"2009_40",NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,22.1180555555556
"2009_41",NA,NA,0,NA,0.731481481481481,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,3.94079820962327,0.0426320667284523,22.3642857142857
"2009_42",NA,NA,0,0,1.05434782608696,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0.0255690937766054,0
"2009_43",NA,NA,0,0,0.561797752808989,NA,0,0,NA,0.359908883826879,NA,0,0,0,NA,0,0,0,0,0,0
"2009_44",NA,NA,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,2.01927275190958,0,0
"2009_45",NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2009_46",NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2009_47",NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,4.16111339171684,0,0
"2009_48",NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0.0266059478288642,0
"2009_49",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,10.5614035087719
"2009_50",NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,10.7031700288184
"2009_51",NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,0
"2009_52",NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,0
"2009_53",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_01",NA,0,0,NA,NA,NA,262.788461538462,0,NA,0,NA,0,0,0,NA,0,0,0,1.28293807641634,0,0
"2010_02",NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_03",NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_04",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_05",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,3.68888888888889,0,0
"2010_06",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,9.44210526315789,0,0
"2010_07",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_08",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_09",NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
"2010_10",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2010_11",NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2010_12",NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2010_13",NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2010_14",NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_15",NA,NA,0,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,778.4,0,0,0,0
"2010_16",NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,3.36363636363636,0,NA,0,0,0,0,0,0
"2010_17",NA,0,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
"2010_18",NA,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,NA,0
"2010_19",NA,0,NA,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2010_20",NA,0,NA,NA,0,NA,0,0,NA,0.106666666666667,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_21",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_22",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,NA,0
"2010_23",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_24",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,0
"2010_25",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,0,NA,NA,0
"2010_26",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_27",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,77
"2010_28",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_29",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0
"2010_30",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,0
"2010_31",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,0
"2010_32",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,0
"2010_33",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_34",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0
"2010_35",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0
"2010_36",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,NA,17.1512195121951
"2010_37",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_38",NA,0,NA,NA,NA,NA,866,0,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,9.82448979591837
"2010_39",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA
"2010_40",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,29.1369863013699
"2010_41",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0
"2010_42",0,1.72,0,0,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,1.44554455445545,0,NA
"2010_43",0,1.85714285714286,0,0,0,NA,594.315789473684,0,NA,0,NA,0,0,0,0,0,0,0,3.89719626168224,0.0526315789473684,9.38350857775318
"2010_44",0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0.1,0,0,0,0,0.117073170731707,0
"2010_45",0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,7.52,6.46464646464647,0,0
"2010_46",0,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,3.41991341991342,NA,11.4415492957746
"2010_47",0,0,0,0,6.60714285714286,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,1.19333333333333,0,23.2287735849057
"2010_48",0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0.298652694610778,38.0228300180832
"2010_49",0,0,0,NA,0,NA,0,0,0,0,21.3943661971831,0,0,NA,0,0,NA,0,5.85542168674699,0.0946745562130177,22.0325466200466
"2010_50",0,0,0,NA,0,NA,712.633928571429,0,NA,0.327868852459016,96.7826086956522,0,0,0,0,0,0,NA,0,0,NA
"2010_51",10.8387096774194,13.9894366197183,0,NA,0,NA,260.717948717949,0,0,0,0,0,0.180995475113122,0,0,0,0,0,2.09743569323883,0.317769690988713,NA
"2010_52",0,9.12112112112112,0,0,0,NA,NA,0,0,3.15761589403973,57.9107142857143,0,0,0,0.535714285714286,0,0,0,10.9726507934017,0.449284396666879,NA
"2011_01",0,0,0,0,0,NA,122.008928571429,0,0,3.46402219839818,0,0,1.86883720930233,0,0,2.37037037037037,0,0,15.4310512820513,0.450323670137912,18.1545031024311
"2011_02",0,0,0,0,11.2727272727273,NA,70.17,0,2.70588235294118,3.81300557476303,42.5641025641026,NA,0,3.13419524237624,0,0,0,0,11.9503839863472,0.489102005231038,44.7608178171976
"2011_03",4.43083452893352,0,0,100.820330969267,2.94137931034483,NA,0,0,0,2.56931161324225,85.4317343173432,0,0.306885116071871,0,0,0,0,20.4424849699399,12.9818457995443,0.262189215369713,23.9074106415182
"2011_04",0,0,0,347.783225806452,0,NA,0,27.762460233298,0,2.13994066327879,NA,0,0,0,0,0,0,5.0122865076648,10.9451782036989,0.510383536014967,8.06152825180129
"2011_05",0,0,0,0,0,NA,62.8576512455516,0,4.58064516129032,0,138.69122864729,0,0,0,0,0,0,0,8.43451749734889,0.80204937121565,40.6832432432432
"2011_06",23.2784332514823,0,0,0,0,NA,58.144262295082,0,0,0,40.4364066893592,0,0.44015444015444,0,0,0,0,0,0,0,33.9166666666667
"2011_07",3.55592377796189,0,0,289.71875,2.02666666666667,NA,0,0,0,0.391836734693878,97.079622927363,0,0,0,0,0,0,0,19.9790894401673,0.283061454806607,0
"2011_08",3.07821118991332,NA,0,0,0,NA,74.9030612244898,0,0,0.615384615384615,40.4334748332323,0,0,0,0,0,NA,0,8.15412186379928,0.572819588535256,61.4037037037037
"2011_09",0,NA,0,0,0,NA,89.6875,0,0,0,49.2515200492573,0,0,0,0,0,0,0,1.83400809716599,1.47541841004184,70.2694805194805
"2011_10",0,NA,0,0,0,NA,0,0,0,0.214723926380368,9.54131215730762,NA,0,0,0,0,0,0,2.00112994350282,1.03400697995293,33.5952380952381
"2011_11",0,NA,0,0,4.02597402597403,NA,0,0,0,0,0,NA,0,0,0,1.06015037593985,0,0,0,0.555991617450943,0
"2011_12",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.71074380165289,0.888895931043225,NA
"2011_13",7.09803921568627,0,0,0,1.26760563380282,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420454545454545,NA
"2011_14",0,0,0,NA,1.75609756097561,NA,0,0,0,0.112068965517241,14.3564356435644,0,0,0,0,0,0,0,1.16176470588235,0.266728409354017,0
"2011_15",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,1.23076923076923,0.123711340206186,NA
"2011_16",0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0.0292682926829268,NA
"2011_17",0,0,0,50.5625,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA
"2011_18",0,0,NA,NA,1.04166666666667,NA,0,0,0,0,NA,0,0,0,NA,0,NA,NA,0,0,NA
"2011_19",0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0.846153846153846,0.00869565217391304,NA
"2011_20",0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA
"2011_21",0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA
"2011_22",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_23",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_24",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,35.2407407407407
"2011_25",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0
"2011_26",0,0,NA,NA,NA,NA,1035.5,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA
"2011_27",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA
"2011_28",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA
"2011_29",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,20.1208053691275
"2011_30",0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_31",0,NA,NA,NA,NA,NA,0,NA,NA,0.0740740740740741,NA,NA,0,0,NA,NA,0,0,NA,NA,11.7452830188679
"2011_32",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA
"2011_33",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,6.09170305676856
"2011_34",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA
"2011_35",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.857142857142857,0,NA,0,NA,0,NA,NA,NA
"2011_36",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,0
"2011_37",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,NA,7.26385809312639
"2011_38",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA
"2011_39",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_40",0,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,0.00420168067226891,14.8088235294118
"2011_41",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,NA
"2011_42",0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,25.6851063829787
"2011_43",0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0.0489913544668588,28.4927884615385
"2011_44",0,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0.019559902200489,NA
"2011_45",0,0,0,NA,0,NA,0,0,0,0,NA,0,1.82142857142857,NA,0,0,0,0,0,0,14.8265802269044
"2011_46",0,0,0,NA,4.02631578947368,NA,907.470588235294,0,0.666666666666667,0.508064516129032,21.8536585365854,0,0,NA,0,0,NA,0,7.64367816091954,0.167441860465116,NA
"2011_47",0,2.38888888888889,0,0,0,NA,0,0,0,0.166666666666667,83.6885245901639,0,0,NA,0,0,0,0,2.09944751381215,0.236771300448431,33.4631728045326
"2011_48",0,0,0,0,2.02631578947368,NA,381.047619047619,0,0,0,61.9285714285714,0,3.13725490196078,NA,0,1.75,0,0,7.25806451612903,0.166336633663366,21.936
"2011_49",0,3.65714285714286,0,0,0,NA,634.621621621622,0,2,0,82.9508196721311,0,0.5859375,NA,0,0,0,5.56716417910448,5.97530864197531,0.370567375886525,32.3371503660597
"2011_50",0,1.84615384615385,0,NA,0,NA,859.105263157895,36.7317073170732,1.21428571428571,0,145.178571428571,16.875,0.220183486238532,NA,0,1.11111111111111,0,10.65625,32.2941176470588,0.802254098360656,43.6662665066026
"2011_51",0,5,0,NA,0,NA,479.830508474576,0,1.53846153846154,1.82352941176471,119.241573033708,0,0.291390728476821,NA,0.111111111111111,0.512820512820513,0,6.18867924528302,48.0866873065015,0.542936288088643,97.65
"2011_52",2.43548387096774,4.42857142857143,0,0,0,NA,1979.55555555556,0,2.125,1.24615384615385,750.696774193548,0,0.381578947368421,NA,0,2.25,0,NA,97.5166240409207,0.559500328731098,85.2492668621701
"2012_01",5.32,0,0.25,NA,0,NA,559.863636363636,0,4.77272727272727,0.611353711790393,476.285847299814,6.91666666666667,0.692307692307692,NA,0.461538461538462,3.47368421052632,NA,11.1846153846154,74.1,0.170992366412214,208.396284829721
"2012_02",24.75,13.4117647058824,2,0,0,NA,2475.04761904762,0,11.1428571428571,3.17073170731707,883.058139534884,22.1176470588235,1.07462686567164,NA,0.142857142857143,1.53846153846154,0,16.7058823529412,269.259939204265,0.389784946236559,98.6904109589041
"2012_03",6.81538461538462,30.2222222222222,0.0810810810810811,NA,0,NA,3638.18181818182,25.4705882352941,8.23529411764706,2.11627906976744,2165.68421052632,0,0.980645161290323,NA,0.833333333333333,3.54545454545454,0,57.1700680272109,600.451119402985,0.626943005181347,303.831810553794
"2012_04",51.1463414634146,25.4074074074074,3.52577319587629,0,0,NA,5453.84615384615,64.0194174757282,29.4,2.93085106382979,4691.77297777778,NA,1.05806451612903,NA,1.07142857142857,8.59090909090909,0,76.7058823529412,1133.98488664987,1.99151469098278,236.745856353591
"2012_05",54.2245989304813,13.3480825958702,18.7826086956522,309.391304347826,2.72727272727273,NA,6055.5625,51.4639175257732,20.48,7.49152542372881,5936.83333333333,28.7142857142857,1.50943396226415,NA,4.28571428571429,12.3934426229508,283.314,83.1420765027323,1304.91182795699,3.45390475602986,331.276558270002
"2012_06",151.394618834081,23.5710243350311,40.5,280.428571428571,7.375,NA,7767.80281690141,155.816091954023,84.4444444444444,14.9441624365482,4480.65268065268,NA,5.15789473684211,NA,8.27586206896552,28.5,0,202.281437125749,1621.21469992794,6.56361470426271,435.111413043478
"2012_07",180.06968641115,29.1660692951016,108.846153846154,183.5,10.75,NA,5720.78571428571,947.322580645161,121.392857142857,23.7184115523466,3172.28307692308,62.7272727272727,8.07909604519774,NA,12.037037037037,18.5106382978723,0,203.851851851852,1715.68961023181,19.7432595573441,621.783166904422
"2012_08",224.364672364672,351.75,354.666666666667,801.129411764706,21.2676056338028,NA,8917.75438596491,1067.65562913907,134.4,24.1165048543689,3022.24892703863,27.5873015873016,11.976171875,NA,19.2,26.8333333333333,846.444444444444,277.516778058663,1313.98148148148,36.6241515837104,1028.25587467363
"2012_09",236.868303571429,347.723577235772,1373.18181818182,1060.38461538462,19.74,NA,8460.68707482993,2124.37113402062,100.531914893617,18.9076704545455,1155.45454545455,114.589285714286,19.2272727272727,NA,19.2203389830508,14.7619047619048,1087.5,374.157480314961,790.018624641834,42.7566879755411,993.774484536082
"2012_10",215.792405063291,178.25,2111.66666666667,1618.98148148148,23.4666666666667,NA,9287.59090909091,1761.33502538071,90.9090909090909,13.1111111111111,691.342105263158,56.135593220339,28.021875,NA,19.0384615384615,19.4444444444444,516.538461538462,290.359550561798,362.308571428571,35.6162101823443,819.960285714286
"2012_11",163.789655172414,136.4,1297.41614906832,433.2,23.4098360655738,NA,5128.77966101695,1093.6,36.6206896551724,7.16265060240964,271.992307692308,64.8266666666667,17.6335877862595,NA,10.6785714285714,18.75,524.769230769231,374.26735218509,169.91643454039,33.9162046975204,827.586206896552
"2012_12",90.3,67.728813559322,3373.26708074534,1715.16981132075,27.8723404255319,NA,7551.59340659341,1329.24309392265,36.3076923076923,3.57615894039735,67.4153846153846,50.1428571428571,17.3381661442006,NA,NA,14.8965517241379,2988.46153846154,231.275917880569,93.9473684210526,14.9824561403509,854.822349570201
"2012_13",59.0883720930233,32.7894736842105,1438.82926829268,1220.35714285714,5.24324324324324,NA,3611.28395061728,688.604651162791,16.7058823529412,1.77215189873418,38.2352941176471,29.3333333333333,18.2168674698795,NA,1.64705882352941,8.38709677419355,4433,97.4890829694323,26.265306122449,6.78836754643206,1195.58074363992
"2012_14",11.15625,34.0869565217391,1818.41975308642,NA,2.7,NA,6335.82352941176,183.272727272727,0,1.24137931034483,25.9574468085106,21,12.2680412371134,NA,1,4.08333333333333,1405.25,69.0397877984085,7.13571428571429,3.24717444717445,322.338880484115
"2012_15",NA,NA,353.6,188.75,0,NA,3461.71739130435,86.7631578947368,2.23076923076923,3.04093567251462,53.5263157894737,3.21428571428571,7.91803278688525,NA,0,5.72727272727273,0,30.2403846153846,NA,1.28631705846896,410.976452119309
"2012_16",NA,NA,0,552.333333333333,1.67857142857143,NA,1060.64864864865,78.46875,NA,0.386363636363636,NA,NA,14.875,NA,NA,0.923076923076923,3817.41176470588,28.4577114427861,2.78048780487805,1.13824254037777,288.818181818182
"2012_17",NA,0,56,87.125,2.69565217391304,NA,1936.25,43.4,NA,0.774193548387097,NA,0,7.82222222222222,NA,NA,2.29166666666667,0,11.4759036144578,NA,0.537117903930131,273.844504021448
"2012_18",0,0,80.4,163.166666666667,1.66666666666667,NA,1250.82352941176,10.6363636363636,NA,0.273684210526316,NA,0,8.79120879120879,NA,NA,0,0,5.14893617021277,0,0.143835616438356,243.740890688259
"2012_19",0,0,16.4705882352941,NA,0,NA,2368.5,0,NA,0.495575221238938,NA,0,2.86666666666667,NA,NA,0,444.5,0,0.488,0.187709497206704,160.521613832853
"2012_20",0,0,0,NA,0,NA,0,0,NA,0,NA,0,1.6,NA,NA,0,0,0,0,NA,76.2222222222222
"2012_21",0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,NA,77.9603174603175
"2012_22",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,27.6089108910891
"2012_23",0,NA,NA,NA,NA,NA,2867,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,NA,40.5765765765766
"2012_24",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,41.328094302554
"2012_25",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,0,NA,NA,23.6433121019108
"2012_26",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA
"2012_27",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,0,NA,NA,NA
"2012_28",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA
"2012_29",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,11.406015037594
"2012_30",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"2012_31",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0
"2012_32",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"2012_33",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,169.25,0,NA,NA,NA
"2012_34",0,NA,NA,NA,NA,NA,1914,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,13.3647798742138
"2012_35",0,3.5,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,NA,0
"2012_36",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA
"2012_37",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,5.27034120734908
"2012_38",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.80952380952381,NA,NA,0,0,0,NA,NA,NA
"2012_39",0,NA,NA,NA,NA,NA,2406,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA
"2012_40",0,0,0,0,NA,4.92877225866917,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0.00873362445414847,0
"2012_41",0,0,NA,94.3157894736842,0,NA,0,0,0,NA,NA,NA,0,NA,0,0,0,0,1.76086956521739,0.0580912863070539,7.78044596912521
"2012_42",0,0,0,NA,NA,0,0,0,0.333333333333333,0,NA,0,0,NA,0,0,0,0,0.610687022900763,0.108108108108108,3.26048565121413
"2012_43",0,0,NA,0,NA,26.6189047261815,401.818181818182,0,0,0,NA,0,0,0,0,0,0,0,0,0.0676691729323308,7.61165048543689
