"time","Austria","Belgium","Czechia","France","Germany","Hungary","Italy","Luxembourg","Netherlands","Poland","Slovakia","Spain"
"2011_34",0,NA,NA,NA,0,NA,NA,NA,0,0,52.9762641008904,NA
"2011_35",0,NA,NA,NA,NA,NA,NA,NA,0,17.3686262526927,NA,NA
"2011_36",0,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2011_37",0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA
"2011_38",0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA
"2011_39",0,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2011_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_40",0,0,0,0,0,0,NA,NA,30.5423603202602,0,0,0
"2012_41",0,0,62.7260591342896,5.74599042721669,0,0,NA,NA,0,0,0,0
"2012_42",0,0,NA,22.7405752921543,0,0,NA,0,0,0,0,12.5742775815785
"2012_43",0,0,81.7197688651735,0,0,0,NA,0,74.0420856248734,0,0,5.98617550531538
"2012_44",0,0,0,6.20232702495712,0,0,NA,0,41.1243603655392,0,0,0
"2012_45",0,32.0562118909623,0,27.3659366018483,0,0,NA,0,26.4520843190706,0,NA,30.6710861895456
"2012_46",0,0,0,21.3221635792082,0,0,0,1324.38929359604,50.026279834909,0,0,31.9539380594606
"2012_47",0,127.204490686683,0,3.72945971775619,0,0,0,0,62.1880571381326,0,0,18.2077276759851
"2012_48",0,60.7112341913714,NA,39.0212487120909,0,0,62.9234519511984,0,13.1914060596039,0,0,50.9857017176861
"2012_49",0,241.605931986071,0,95.3167616202648,83.2900766995797,0,20.997004328527,1640.83629295085,30.442423072799,0,0,65.3401377397424
"2012_50",139.091508755032,741.014341769128,142.789292983542,173.374782916552,94.6055771849774,0,113.530793102464,4715.2453471114,24.7461612433263,0,0,49.6811110235902
"2012_51",0,844.631731820307,219.108437893195,184.007955210075,459.521418515839,0,156.270730584039,6640.56099735404,16.7780095504639,0,0,179.550426367054
"2012_52",11.6497964185687,1588.33529361213,292.362241246228,294.547929687534,116.83155502443,0,376.811414469969,234.405184707265,84.5826267288572,0,0,128.921745767434
"2013_01",148.155019670928,2721.73072870674,57.5867391632029,361.216082893796,320.741501476906,0,757.716303755309,1208.25217935472,69.017219212327,0,168.013595311906,132.354620745769
"2013_02",272.830716125188,2517.21655098011,78.9771899165337,529.162970833185,507.464109299849,105.029106573114,653.112469109492,3129.80795027753,151.552635898407,45.4401003029878,0,718.506732303071
"2013_03",206.75941206737,3919.51671253001,209.548316806538,794.794652880619,920.67468620429,0,1177.29104020573,3794.43392744885,181.013818201226,25.5042461746092,553.940811672296,2307.92792796185
"2013_04",714.446880044159,6206.24973565757,225.910711132389,1639.87469381236,1131.46045650191,145.365432999289,2223.72048371368,1879.50339010734,NA,28.5352293446383,1338.47375705164,4571.3075710432
"2013_05",1322.29098678412,7127.37499358906,538.383555404664,2297.57876903343,1244.59059271472,423.077183123746,3902.26332037661,3649.89175400485,544.353968849915,89.2459056462471,2173.18551308196,6055.68084310331
"2013_06",1760.57548375619,10804.7067620956,1679.90587812171,2223.0431982704,1663.36737267502,228.06790881081,3761.74308249577,NA,921.73080963117,230.604787930706,3430.99118252089,6405.75286809068
"2013_07",1753.65098741556,5981.39297866562,1657.59753791193,2111.92018791136,2223.11757436401,0,3423.99032911198,1225.00791734002,972.815587837145,209.215999880343,2895.03415865562,7514.11584007037
"2013_08",1906.55415830149,5218.93217729506,1864.08792692929,1388.26345543432,2555.90215316274,744.868319702242,4067.37695294516,4053.83084140799,1231.95341538359,457.844622581969,2391.56647237845,6066.6667214899
"2013_09",3006.63265962019,3894.2894715178,1929.19789273383,886.960263003931,2619.44081806769,1570.93014084792,2728.47292783061,3865.43165166306,1680.46903384585,914.561556884346,1125.26230329036,4210.26421821866
"2013_10",2531.51925349533,3068.39533622308,1456.61161305818,681.566902183791,3965.1174142298,1071.11371683686,1395.61612915041,3123.89986542566,1545.27507362523,1061.49186420772,1177.06205077612,3647.11674804077
"2013_11",2797.07336855186,1496.84594644243,2359.55620135405,411.420274044447,3802.60696862239,NA,771.571141591944,1609.58226832322,912.760193479043,1003.29358706731,956.037238789305,2054.39786845338
"2013_12",2306.87880930453,1133.02128235298,2326.5781881985,304.470309693825,3126.13207924954,520.534038448395,420.13452640129,816.100156230819,1249.9336546374,624.696654627946,1216.52509523365,1353.58479508832
"2013_13",2092.87353319542,686.801665441406,0,208.275614578667,2970.67220661947,321.759948757726,266.554219251394,NA,1457.02674916628,763.859956231259,363.364775037132,364.114651311383
"2013_14",578.905268184258,352.341984146352,1363.34925610106,145.38089394677,2556.12263498636,508.232528907287,112.907425672938,0,752.979718861713,678.241382705113,914.756445022741,221.085865589086
"2013_15",243.388552514556,69.3842676472816,1974.47668550392,114.805118116645,2281.95194477359,357.375131497163,0,1563.62046740023,968.576039828828,394.646530343138,134.584363906122,147.730438150051
"2013_16",0,175.388009886184,861.289864479876,16.2431943078869,1906.33260323518,124.002775381485,0,0,932.345736092153,182.797673020142,NA,88.8637432771815
"2013_17",0,0,460.455782886115,NA,990.250122144923,69.8707945899519,0,574.292702532798,159.733033858832,119.808074967554,411.944721890763,27.9660378824622
"2013_18",0,0,NA,NA,426.210683480782,0,NA,0,101.992637004136,0,71.785837704763,3.70727028211137
"2013_19",NA,0,NA,NA,654.083019658363,0,NA,0,149.786288160663,0,0,5.04493629750938
"2013_20",NA,0,NA,NA,0,0,NA,0,0,0,68.9280877140235,0
"2013_21",NA,0,NA,NA,0,NA,NA,NA,56.1698580602486,0,0,NA
"2013_22",NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_23",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2013_24",NA,NA,NA,NA,0,NA,NA,NA,49.5616394649251,0,0,NA
"2013_25",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_26",NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA
"2013_27",0,NA,0,NA,0,NA,NA,NA,0,0,0,NA
"2013_28",0,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_29",0,NA,NA,NA,0,NA,NA,NA,54.1637917009543,0,0,NA
"2013_30",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_31",0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"2013_32",0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA
"2013_33",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_34",0,NA,NA,0,0,NA,NA,NA,0,57.5409590820499,0,NA
"2013_35",0,NA,NA,0,0,NA,NA,NA,0,0,0,NA
"2013_36",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_37",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_38",0,0,NA,11.6482882649084,0,NA,NA,NA,0,0,0,NA
"2013_39",0,NA,NA,0,0,NA,NA,NA,0,0,0,NA
"2013_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_40",0,0,NA,3.37698687413147,0,0,NA,0,0,0,0,0
"2014_41",0,0,0,2.45244811487799,0,0,NA,0,58.7230334266235,0,0,4.57563989774107
"2014_42",0,0,0,4.7840772659041,0,0,0,0,232.380138587964,0,241.408825184566,0
