"time","Austria","Belgium","Czechia","France","Germany","Hungary","Italy","Luxembourg","Netherlands","Poland","Slovakia","Spain"
"2014_34",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2014_35",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0
"2014_36",NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2014_37",NA,0,NA,NA,101.355180806785,NA,NA,NA,0,0,0,0
"2014_38",NA,0,NA,NA,0,NA,NA,NA,154.082020926726,0,0,0
"2014_39",NA,0,NA,NA,0,NA,NA,NA,0,0,0,0
"2014_40",0,39.2384532978164,NA,NA,0,0,NA,0,280.740475395734,NA,0,9.49739613373712
"2014_41",0,31.390762638253,0,2.7423220513196,117.548675706904,0,NA,0,200.439984650612,0,0,10.3216984396841
"2014_42",250.084090662401,0,0,NA,0,0,13.1503567576853,0,0,0,0,5.19330739103603
"2014_43",189.563920574017,33.779190230294,100.53266332532,5.21608789954845,0,0,0,0,299.246769093541,0,0,23.0437918653413
"2014_44",0,NA,NA,NA,83.8234393815692,0,0,0,317.192430952856,0,0,8.83078644284084
"2014_45",0,0,0,0.462358721767512,133.091558754079,0,0,0,393.541205561157,0,0,16.1339169785354
"2014_46",0,0,0,NA,0,0,18.7475082398327,0,145.089342590808,NA,0,17.3486174339323
"2014_47",0,80.7191039269364,0,1.18336859341451,0,0,19.2937232355421,0,183.566683445057,0,0,28.4427170704997
"2014_48",NA,67.0977551392659,0,2.29910282592365,119.96945840504,0,0,0,521.252894865859,0,0,65.1367284274887
"2014_49",180.187095625837,0,0,5.42887806070807,110.398143914387,0,31.6830497989365,0,520.633093563995,0,0,102.495065788495
"2014_50",524.912677251888,238.700590895049,168.039167242578,13.9128515555668,165.733438849823,0,106.757835481038,634.020719145649,1687.18178384168,NA,0,108.045849163945
"2014_51",772.465011468506,659.206015403314,NA,29.3806764108114,768.076305959966,0,239.436726674356,0,3158.78042542345,0,0,351.548139914048
"2014_52",NA,282.516863744277,NA,81.3963384871943,812.122831307076,NA,268.605708468387,3245.89457824681,2079.79273532869,0,0,253.338013403948
"2015_01",NA,447.318367595106,822.719762819664,105.346211070547,646.562530336309,0,302.6693728611,784.631004919715,3116.6791721017,NA,0,306.026276480935
"2015_02",1463.15417529368,1660.13279614437,729.031464037032,225.855169103576,2450.16444558124,797.070202834439,739.087412230083,1858.33659059932,4782.00494884952,0,78.4303588052094,1235.83439511558
"2015_03",1693.01951422303,3953.52147093123,1546.52170024537,584.651710231038,3197.1073381874,1683.57184699034,2144.46450247431,1038.4384868269,4484.19975974064,0,0,4148.34089693125
"2015_04",3883.43417912094,7798.23042431392,3428.44496184628,1444.85954328883,3765.23296257904,5200.76379695605,3173.70923053188,4327.91639817093,4930.34516378867,0,NA,6384.95679074497
"2015_05",5226.29036055924,15613.1314843292,8788.09373083453,2903.27500578308,4106.27366756642,8591.83984723871,3796.70034773134,3191.26025198074,4383.56883488156,423.326259414414,406.490718203359,7347.61468452347
"2015_06",5347.66374392789,18068.3501093023,11689.7246763681,3949.37493880609,4295.92297414053,11051.9443104744,3836.27377250718,3910.00136642642,4574.70028321682,NA,1884.10609450432,6311.94812137593
"2015_07",6140.27875319743,14168.592449491,13671.0454974089,4604.30251901769,5086.62829564492,9982.74125211402,3001.12558201551,3820.46856542116,4694.17512439821,0,0,5629.95186243074
"2015_08",4575.47114961282,5841.70342145029,8230.92803361312,2843.60884515432,4343.00282648643,9663.42253810192,2270.59140319441,1444.58115273099,3721.14933799394,0,4565.17669363117,3785.25463355772
"2015_09",4235.554563394,3550.53068510621,4670.67072116278,1021.07828605031,5169.72762354317,5822.611991652,1398.78332512555,3781.38003610808,2733.3107713272,682.838731177475,2723.18142680904,2278.6043710586
"2015_10",3488.94529003137,1094.75284700907,2272.0662395121,424.831636992752,2570.55410584266,2397.34942025767,751.848530380517,1396.9513706129,1416.41608196669,283.19058771492,0,1211.0299675239
"2015_11",1940.04799014277,836.249916683061,1376.4734493329,188.671304772247,1578.23434735188,454.998973980638,554.391282111398,832.013154247277,582.285622039057,488.493127526898,287.206096734326,531.247196989867
"2015_12",563.186014884283,0,537.968649807553,50.5591206169466,1119.74541956205,626.727738663104,372.130323768448,1513.14180315686,447.358806321657,471.717874049546,555.025252973496,293.08008463806
"2015_13",450.069988775899,0,617.475392170631,24.1011822842137,241.327933958463,328.233745293965,363.7242681651,584.756580508585,545.261932655758,231.196971055858,101.194565898305,85.5507269496433
"2015_14",24.7663036851941,0,NA,18.5450655656734,398.662340647739,NA,116.25646619124,807.972430695355,70.6573484122566,0,NA,28.8503735449616
"2015_15",0,0,NA,5.05123752643158,236.974767688507,0,46.7428885256438,NA,90.6393185885225,0,0,9.61794627334199
"2015_16",NA,0,0,NA,110.35311422649,0,13.3557700633378,0,187.26647706488,327.506234694138,0,9.26846390502247
"2015_17",NA,0,NA,NA,0,0,0,0,246.50383205479,283.740891980795,0,7.31120306144293
"2015_18",NA,NA,0,NA,0,0,NA,0,161.4528022815,0,0,5.27386051662693
"2015_19",NA,0,0,NA,0,0,NA,0,0,NA,0,NA
"2015_20",NA,NA,NA,NA,0,0,NA,0,73.3066951535487,NA,0,NA
"2015_21",NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_22",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2015_23",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_24",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_25",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_26",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_27",NA,NA,NA,NA,304.944709136194,NA,NA,NA,0,0,0,NA
"2015_28",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_29",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_30",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_31",NA,NA,NA,NA,320.972800317207,NA,NA,NA,0,0,0,NA
"2015_32",NA,NA,NA,NA,0,NA,NA,NA,76.6900810837126,0,0,NA
"2015_33",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_34",NA,NA,NA,NA,152.677842916572,NA,NA,NA,0,0,0,NA
"2015_35",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_36",NA,NA,NA,NA,176.637784348701,NA,NA,NA,0,0,0,NA
"2015_37",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_38",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_39",NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2015_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015_53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_40",0,0,0,4.05818462529905,0,0,NA,0,75.7526992516014,0,0,3.91225666665446
"2016_41",0,0,NA,4.32339469781893,0,0,NA,0,266.29392747119,0,0,18.9824339120627
"2016_42",168.491371979531,0,NA,3.65640928370181,0,0,NA,0,108.218141788002,0,0,27.7742476831285
"2016_43",0,0,0,2.44242739911559,116.493212826103,0,NA,0,69.3223458989809,0,0,21.458267808817
"2016_44",NA,0,61.8033079969724,8.15315147773258,0,0,NA,0,170.525556756851,NA,0,33.4322329948793
"2016_45",0,0,0,9.37484403498042,97.4264931497821,0,NA,0,124.171426539848,NA,0,139.870743060492
"2016_46",NA,0,53.103518019921,15.4880023440646,288.684326778645,0,128.176772002991,1345.89068465177,847.512017081551,0,0,302.278311447892
"2016_47",364.645506522867,207.763751846481,0,21.2311046069297,298.218291973898,0,242.125547892699,5100.21733131197,210.695133330912,0,0,519.357614067394
"2016_48",405.95920041266,38.3911280585891,134.881543804203,57.0110950202753,88.6290465305373,0,563.469403366513,0,368.344729162215,0,226.625570301861,798.920600625715
"2016_49",731.831211628267,NA,443.963042220893,192.153159840441,600.21712949768,582.85569689167,1005.19597076188,7035.29978936857,753.266435752707,NA,831.899545795297,746.685547970021
"2016_50",2802.3747571592,145.434626292537,897.017096193805,624.007813319419,924.692789336556,0,2447.89016652319,NA,874.259152047544,1163.08986046074,438.643171715989,1806.29722694472
"2016_51",4610.02847315302,343.261850876796,1545.14820422531,1270.63880005747,1954.59990175766,1321.47805563557,4519.50386479287,11530.1341811446,2467.92148983761,NA,2359.68275351532,2717.61814285652
"2016_52",508.828815084404,556.323925826387,1825.82005060137,1704.38408308492,1333.04819364797,813.334519562177,7947.62353396748,6527.56982056109,2106.58665467167,1584.37996339014,2497.72906038901,3458.26518828984
"2017_01",4735.86787298169,1172.67445706236,4025.43138361288,1619.03678930783,2089.2912449989,1388.44553509552,6970.2103093068,4868.90939785664,3348.663779287,5956.26491072629,2222.18843612444,4030.65109611442
"2017_02",12847.7431141476,2014.24083213064,4725.7815941901,1691.00961921326,2732.41649240817,NA,7014.85192871483,7632.26967199327,4379.26755503011,7643.92361588876,5629.18927255892,7194.91755754598
"2017_03",8495.91892533564,2782.22763342245,6368.56598048319,1527.36951158499,3886.10080557398,7380.47958973055,6268.41903440966,5212.67003983222,3747.36128050771,12035.0833505546,9872.0292628117,6628.64999921243
"2017_04",8853.34930475553,5012.83537421361,9032.741548973,1576.15435539287,4735.58854490224,11854.1354132246,5827.50362717806,3132.99064637736,4023.58714802799,11720.2346729259,11569.3625153562,5350.79499442408
"2017_05",7112.24332157831,8463.35121652164,6917.77241678758,1143.33704151644,5527.25870372391,9124.04052354196,3681.99895616804,4125.5091302168,5378.13245217285,11478.8767109494,16864.0342997057,2988.13794054478
"2017_06",4897.75039073975,5989.46023320228,4040.44315199052,384.503150587055,5141.19982414317,7380.10859502801,2002.12074021435,3524.6657492006,4417.25236339536,8661.50397366164,10553.7661023285,1736.64091174071
"2017_07",2103.29326181212,3581.48575356927,1328.83923943941,197.914603184329,4281.32005234839,1565.97609800142,1009.75068920052,3424.15054010382,3651.9730797474,6466.76186512795,4544.85122766622,797.765743412893
"2017_08",962.852964558274,2233.30458740826,676.973507826188,50.8067834945844,2879.18235171179,869.429603072239,421.116759101277,793.367140426307,2556.98584842247,NA,4393.46347095056,376.833825333257
"2017_09",973.481984449367,488.191680329809,373.949663333578,15.7007733529922,1753.35762523294,1102.08957465249,171.85011299387,1827.57787705345,1971.75420315542,4332.31663792889,1729.43219185058,148.135486865837
"2017_10",332.466857857475,455.273612741856,173.702492336085,8.59081880206336,1009.63703317875,355.591923186052,103.197940882685,625.539476105358,1957.75123443308,2604.68570788922,662.369659316551,82.4623023590933
"2017_11",89.906463309236,88.5254246998054,NA,3.91761718673332,362.955439832875,127.139254637207,56.2037962929676,NA,1042.99898723264,1352.87873049653,0,50.1793339529258
"2017_12",0,0,0,2.45926575834146,356.196776511468,0,34.2837651709098,NA,755.081384791987,NA,315.812654517531,23.6447418157302
"2017_13",54.3767609570305,NA,0,0.730823500226207,49.1655336623926,113.96487406703,7.83498125567732,NA,599.489507976958,0,288.920805095614,7.60091600579246
"2017_14",0,NA,0,NA,222.840697901262,NA,7.67496456729705,NA,341.660133359263,0,NA,11.679816655432
"2017_15",NA,0,0,0,57.3055631808329,189.546568094852,0,NA,347.019508000192,0,0,0.807283676846804
"2017_16",NA,NA,0,NA,87.1535743788078,0,0,NA,104.823062829947,0,NA,2.85129791151495
"2017_17",NA,0,0,NA,57.2798771372736,0,0,NA,0,0,0,0
"2017_18",NA,NA,0,NA,0,0,NA,NA,226.656885855981,0,0,0
"2017_19",NA,NA,NA,NA,0,0,NA,NA,168.820301189283,0,0,NA
"2017_20",NA,0,0,NA,134.639539630917,0,NA,NA,301.46482355229,0,0,0
"2017_21",NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"2017_22",NA,NA,NA,NA,66.9092894671772,NA,NA,NA,206.33592367579,0,0,NA
"2017_23",NA,NA,NA,NA,0,NA,NA,NA,60.2929647104583,0,0,NA
"2017_24",NA,NA,NA,NA,44.7039902106328,NA,NA,NA,0,0,0,NA
"2017_25",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2017_26",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2017_27",NA,NA,NA,NA,0,NA,NA,NA,67.7365406006379,0,0,NA
"2017_28",NA,NA,NA,NA,0,NA,NA,NA,254.570295444156,NA,0,NA
"2017_29",NA,NA,NA,NA,0,NA,NA,NA,175.854480405503,0,0,NA
"2017_30",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2017_31",NA,NA,NA,NA,63.8688229777112,NA,NA,NA,NA,0,0,NA
"2017_32",NA,NA,NA,NA,0,NA,NA,NA,281.367168648804,0,0,NA
"2017_33",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2017_34",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2017_35",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2017_36",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2017_37",NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2017_38",NA,NA,NA,NA,0,NA,NA,NA,108.710042432493,0,0,NA
"2017_39",NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA
"2017_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
