"time","Austria","Belgium","Croatia","Czechia","Denmark","France","Germany","Hungary","Iceland","Ireland","Italy","Luxembourg","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Spain","Sweden","United Kingdom"
"2009_46",NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0.0112994350282486,NA,0,0,0,0.00177619893428064,0,0
"2009_47",NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0.00555555555555556,0,0,0,0,0.00328407224958949,0,0
"2009_48",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0.00458715596330275,0.000866300895177592,0
"2009_49",NA,0,0,0,0,NA,0,0,NA,0,0,0.00505050505050505,0,0.00162074554294976,0,0,0,0,0.00225225225225225,0,0
"2009_50",NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0.00418410041841004,0,0
"2009_51",NA,0,0,0,0,NA,0,0,NA,0,NA,0.00740740740740741,0,0.00196850393700787,0,0,0,0,NA,0,0
"2009_52",NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0.00227790432801822,0
"2009_53",NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0.00554016620498615,0
"2010_01",NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2010_02",NA,0,0,0,0,NA,0,NA,NA,0,0,NA,0,0.00628930817610063,NA,0,0,0,0.00555555555555556,0,0
"2010_03",NA,0,0,NA,0,NA,0,NA,NA,0,0,NA,0,0.0176991150442478,NA,0,0,0,0.0196078431372549,0,0.0101010101010101
"2010_04",NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0.0769230769230769,0,NA,0,0,0,0,0,0.0087719298245614
"2010_05",NA,0.03125,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0.00673400673400673,0
"2010_06",NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0.105263157894737,0.015625,0,0.027972027972028,0,0,0.0263157894736842,0.0316901408450704,0.036144578313253
"2010_07",NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0.0555555555555556,0,0.0172413793103448,0,0,0.0113636363636364,0.00793650793650794,0
"2010_08",NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0.0227272727272727,NA,0,0,0,0,0.012012012012012,0.0112359550561798
"2010_09",0,0.0555555555555556,0,0,0,NA,0,0,NA,0,0.0189873417721519,0,0,0.0434782608695652,0,0,0,0,0,0.0358306188925081,0.0126582278481013
"2010_10",0,0,0,0,0.0444444444444444,NA,0,0,NA,0,0.0470588235294118,0,0,0,0,0,0,0,0.0326086956521739,0.0135135135135135,0.0350877192982456
"2010_11",0,0.117647058823529,0,0,0,NA,0,0,NA,0,0.0520833333333333,0,0,0,0,0,0,0,0.0352941176470588,0.0246575342465753,0
"2010_12",0,0.0769230769230769,0,NA,0.0909090909090909,NA,0.0588235294117647,0,NA,0,0.115384615384615,0,0,0,0,0,0,0,0.0116279069767442,0.0331325301204819,0.0333333333333333
"2010_13",0,0,0,0,0.0555555555555556,NA,0,0,NA,0,0.291666666666667,0,0,0.0263157894736842,0,0,0,0,0.0126582278481013,0.033003300330033,0
"2010_14",0,0,0,0,0.03125,NA,0,0,NA,0,0.0487804878048781,NA,0.0833333333333333,0,0,0,0,0,0.0338983050847458,0.0752212389380531,0.0238095238095238
"2010_15",NA,NA,0,0,0.0625,NA,0,0,NA,0,0,0,0.2,0,0,0,0,0.411764705882353,0,0.0535714285714286,0.04
"2010_16",0,0,0,0,0.0555555555555556,NA,0,0,NA,0,0.037037037037037,0,0,0,0,0,0,0.0454545454545455,0.0145985401459854,0.0359712230215827,0
"2010_17",0,0.2,0,0,0.0666666666666667,NA,0,0,NA,0,0.0222222222222222,0.166666666666667,0,0,0,0,0,0.5,0.0373831775700935,0.0403587443946188,0
"2010_18",0,0.111111111111111,0,0,0.0588235294117647,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0.0803571428571429,0.0380434782608696,0
"2010_19",0,0.666666666666667,NA,0,0.0909090909090909,NA,0,0,NA,0,0,0,0,0,0,0,0,0.2,0.0133333333333333,0.0459770114942529,0
"2010_20",0,0,NA,0.027027027027027,0,NA,0.166666666666667,0,NA,0,0.0344827586206897,NA,0.5,0,NA,0,0,0,0.0666666666666667,0.0053475935828877,0.0277777777777778
"2010_21",NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0.125,0.230769230769231,0
"2010_22",0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0.0784313725490196,0.222222222222222,0
"2010_23",0,1,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.142857142857143,0.0454545454545455,0.25,0.0333333333333333
"2010_24",0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0.0862068965517241,0.166666666666667,0
"2010_25",0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0.0652173913043478,0.125,0
"2010_26",NA,NA,NA,NA,0.0625,NA,NA,0,NA,0,0,NA,0.5,0,NA,0,0,0,0.0333333333333333,0.333333333333333,0
"2010_27",NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0.103448275862069,0,0
"2010_28",0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0.173913043478261,NA,0
"2010_29",0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0.125,NA,0
"2010_30",0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0.25,0,0.222222222222222,NA,0
"2010_31",0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,0,1,NA,0,0,0.037037037037037,0,0
"2010_32",0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,0,1,NA,0,0,0,NA,0
"2010_33",0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_34",0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0
"2010_35",0,0,NA,NA,0,NA,0,0,NA,0,NA,NA,0.0769230769230769,0,0,NA,NA,0,0.0487804878048781,NA,0
"2010_36",0,0,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0
"2010_37",0,0,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0.2,0,0.00286532951289398
"2010_38",0,0,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0
"2010_39",0,0,NA,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0.00275482093663912
"2010_40",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0.0357142857142857,0,0
"2010_41",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0.0563380281690141,0,0.00675675675675676
"2010_42",0,0,0,0,0,NA,0,0,NA,0,NA,0,0.03125,0,0,0,0,0,0.0099009900990099,0,0.00272479564032698
"2010_43",0,0.0714285714285714,0,0,0,NA,0.0526315789473684,0,NA,0,NA,0,0.0454545454545455,0,0,0,0,0,0.0373831775700935,0,0.00239808153477218
"2010_44",0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0.1,0,0,0,0.0238095238095238,0.0195121951219512,0.011090573012939
"2010_45",0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0.5,0,0,0,0.0101010101010101,0.012448132780083,0.0109409190371991
"2010_46",0,0.0416666666666667,0,NA,0,NA,0,0,NA,0,0,0.25,0.0138888888888889,0,0,0,0.25,0,0.0378787878787879,0.00396825396825397,0.00880281690140845
"2010_47",0,0.117647058823529,0,0,0,NA,0.0277777777777778,0,NA,0,0.0273972602739726,0,0.02,0.0212765957446809,0.5,0,0.142857142857143,0.00952380952380952,0.0333333333333333,0.0104895104895105,0.0581761006289308
"2010_48",0,0.260869565217391,0,NA,0.0697674418604651,NA,0,0,NA,0,0.0266666666666667,0,0.0181818181818182,0,1,0,0,0.00636942675159236,0.0852713178294574,0.0269461077844311,0.0705244122965642
"2010_49",0,0.272727272727273,0,NA,0,NA,0.0256410256410256,0,0,0.00840336134453781,0.0140845070422535,0.125,0.0148148148148148,0,0.375,0,0.2,0.00694444444444444,0.0481927710843374,0.0325443786982249,0.103496503496503
"2010_50",0,0.314285714285714,0,NA,0.0178571428571429,NA,0.142857142857143,0,0,0.0218579234972678,0.0652173913043478,0.0526315789473684,0.0388349514563107,0.027027027027027,0.571428571428571,0,0.0416666666666667,0.0108108108108108,0.0580912863070539,0.0454545454545455,NA
"2010_51",0.032258064516129,0.323943661971831,0,NA,0.148936170212766,NA,0.153846153846154,0,0,0.0498687664041995,0.10958904109589,0.133333333333333,0.0678733031674208,0,0.615384615384615,0,0,0.0163934426229508,0.0715935334872979,0.0630975143403442,NA
"2010_52",0,0.256756756756757,0,0,0.180555555555556,NA,NA,0,0,0.0609271523178808,0.0952380952380952,0.0882352941176471,0.0522088353413655,0,0.303571428571429,0,0,0.0222222222222222,0.0680473372781065,0.0492462311557789,NA
"2011_01",0.05,0.275510204081633,0,0,0.135265700483092,NA,0.125,0,0.0238095238095238,0.0627843494085532,0.0877742946708464,0.15625,0.0801033591731266,0,0.230769230769231,0.0185185185185185,0,0.0573770491803279,0.0266666666666667,0.0755048287971905,0.217882209337809
"2011_02",0.0184049079754601,0.13265306122449,0,0,0.122529644268775,NA,0.12,0,0.0294117647058824,0.0807265388496468,0.0519662921348315,NA,0.119617224880383,0.0362173038229376,0,0,0,0.0773333333333333,0.0459183673469388,0.0793374019180471,0.277236116998728
"2011_03",0.0441176470588235,0.25,0,0,0.131034482758621,NA,0.135371179039301,0.0134228187919463,0,0.109826589595376,0.0706401766004415,0.297297297297297,0.129955947136564,0.0187919463087248,0.0740740740740741,0.0283018867924528,0,0.152304609218437,0.085234093637455,0.093859649122807,0.350448247758761
"2011_04",0.0283018867924528,0.27027027027027,0,0.0161290322580645,0.150862068965517,NA,0.183266932270916,0.0347826086956522,0.102040816326531,0.140381282495667,NA,0.302469135802469,0.1,0.039647577092511,0.13953488372093,0.190082644628099,0.217391304347826,0.194225721784777,0.138166894664843,0.134705332086062,0.315130830489192
"2011_05",0.0588235294117647,0.355769230769231,0,0.0256410256410256,0.189189189189189,NA,0.170818505338078,0.00418410041841004,0.241935483870968,0.148401826484018,0.11332503113325,0.32620320855615,0.176300578034682,0.0380952380952381,0.0256410256410256,0.238532110091743,0.0285714285714286,0.188340807174888,0.292682926829268,0.191544434857636,0.231981981981982
"2011_06",0.088339222614841,0.318681318681319,0,0.0803571428571429,0.260700389105058,NA,0.229508196721311,0.00495049504950495,0.366666666666667,0.134328358208955,0.106896551724138,0.383116883116883,0.154440154440154,0.0391849529780564,0.03125,0.194174757281553,0,0.184,0.307400379506641,0.204118173679499,0.401709401709402
"2011_07",0.0630252100840336,0.333333333333333,0,0,0.248888888888889,NA,0.223140495867769,0.0113960113960114,0.4,0.156462585034014,0.137614678899083,0.333333333333333,0.139830508474576,0.0449897750511247,0,0.228571428571429,0.0078125,0.135761589403974,0.367265469061876,0.174463937621832,0.228456913827655
"2011_08",0.115740740740741,0.2,0,0.123595505617978,0.258992805755396,NA,0.346938775510204,0.0355731225296443,0.236842105263158,0.0817307692307692,0.0721649484536082,0.288888888888889,0.152439024390244,0.107231920199501,0,0.341040462427746,0,0.15979381443299,0.426767676767677,0.18801652892562,0.123456790123457
"2011_09",0.0957446808510638,0.311111111111111,0.027972027972028,0.175438596491228,0.158730158730159,NA,0.4125,0.073469387755102,0.285714285714286,0.0909090909090909,0.0469483568075117,0.432432432432432,0.121794871794872,0.12962962962963,0,0.325242718446602,0.0163934426229508,0.0689655172413793,0.340080971659919,0.207112970711297,0.138888888888889
"2011_10",0.152777777777778,0.333333333333333,0.189655172413793,0.153846153846154,0.19,NA,0.511450381679389,0.125786163522013,0.333333333333333,0.049079754601227,0.0487804878048781,0.230769230769231,0.107843137254902,0.173745173745174,0,0.36144578313253,0.491525423728814,0.0696517412935323,0.242937853107345,0.146146146146146,0.068452380952381
"2011_11",0.1640625,0.260869565217391,0.170731707317073,0.3,0.0649350649350649,NA,0.557377049180328,0.0886075949367089,0.375,0.0336134453781513,0.0286885245901639,0.0588235294117647,0.0803571428571429,0.0598290598290598,0,0.368421052631579,0.0172413793103448,0.0228571428571429,0.206030150753769,0.122651933701657,0.0780780780780781
"2011_12",0.116504854368932,0,0.344827586206897,0.177777777777778,0.215686274509804,NA,0.43298969072165,0.150943396226415,0.333333333333333,0.013986013986014,0.0122699386503067,0.0909090909090909,0.0563380281690141,0.0797546012269939,0,0.228260869565217,0.5,0.0277777777777778,0.214876033057851,0.0903790087463557,0.036036036036036
"2011_13",0.235294117647059,0.111111111111111,0.275,0.13953488372093,0.154929577464789,NA,0.461538461538462,0.216216216216216,0.2,0.0310077519379845,0.00613496932515337,0.142857142857143,0.0188679245283019,0.107142857142857,0,0.152542372881356,0.347826086956522,0.0176991150442478,0.152380952380952,0.0681818181818182,0.0617283950617284
"2011_14",0.120689655172414,0.0909090909090909,0.4,0.181818181818182,0.0731707317073171,NA,0.461538461538462,0.0714285714285714,0.176470588235294,0.0258620689655172,0,0,0.0204081632653061,0.0140845070422535,0,0.159090909090909,0,0.0181818181818182,0.0735294117647059,0.0421393841166937,0.0210526315789474
"2011_15",0.08,0.111111111111111,0.19047619047619,0.0416666666666667,0.05,NA,0.181818181818182,0.172413793103448,0,0,0.0235294117647059,0,0,0.0555555555555556,NA,0.0416666666666667,0.0277777777777778,0,0.0153846153846154,0.0432989690721649,0.0278745644599303
"2011_16",0,0,0.25,NA,0.0769230769230769,NA,0,0,0.272727272727273,0,0,0,0,0.0188679245283019,NA,0.230769230769231,0.0625,0,0.032258064516129,0.024390243902439,0.0134228187919463
"2011_17",0,0,0,0.0625,0,NA,0.5,0,0,0,0,0,0,0.0285714285714286,NA,0,0.25,0,0,0.00887573964497041,0.041958041958042
"2011_18",0,0,0.5,NA,0,NA,0,0,0.0909090909090909,0.0140845070422535,NA,0,0,0.0303030303030303,NA,0.333333333333333,0,0,0,0,0.032258064516129
"2011_19",0.02,0,0,NA,0,NA,0,0,0,0.0125,NA,NA,0,0,NA,0,NA,0,0,0.0173913043478261,0
"2011_20",0,0,NA,NA,0,NA,0,0,0,0.0120481927710843,NA,NA,0,0,NA,0,0,0,0,0,0
"2011_21",0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_22",0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.5,0,0.0810810810810811
"2011_23",0,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,0.0256410256410256
"2011_24",0,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.75,NA,0
"2011_25",0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_26",0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0
"2011_27",0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,0
"2011_28",0,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0.0138888888888889
"2011_29",0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,0.2,0.00671140939597315
"2011_30",0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_31",0,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,1,0.5,0.00235849056603774
"2011_32",0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0.6,0,1,NA,0
"2011_33",0,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.00873362445414847
"2011_34",0,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0.0909090909090909,0,NA,0,0
"2011_35",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.25,NA,0,NA,0,NA,0,0
"2011_36",0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0
"2011_37",0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,0,0.363636363636364,NA,0
"2011_38",0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0
"2011_39",0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,0
"2011_40",0,0.0666666666666667,0,NA,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0.00735294117647059
"2011_41",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0.115384615384615,0.0416666666666667,0,0,0,0,0,0,0
"2011_42",0,0,0,NA,0,NA,0.125,0,0,0,NA,NA,0,0.0232558139534884,0,0,0,0,0,0.00579710144927536,0
"2011_43",0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.00576368876080692,0.00192307692307692
"2011_44",0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.00178890876565295
"2011_45",0,0,0,NA,0,NA,0,0,0,0,NA,0,0.0357142857142857,0,0,0,0,0,0.00602409638554217,0,0.00162074554294976
"2011_46",0,0,0,NA,0,NA,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0.0114942528735632,0.00232558139534884,0.00770416024653313
"2011_47",0,0,0,0,0,NA,0,0,0,0.0208333333333333,0,0,0.0136986301369863,0,0,0,0,0,0,0.00448430493273543,0.0028328611898017
"2011_48",0,0,0,0,0,NA,0.0238095238095238,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0.00133333333333333
"2011_49",0,0,0,0,0,NA,0,0,0,0.00746268656716418,0,0,0,NA,0,0,0,0,0,0,0
"2011_50",0,0,0,0,0,NA,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0.00367647058823529,0.00614754098360656,0.00120048019207683
"2011_51",0.0140845070422535,0,0,NA,0,NA,0,0,0,0,0,0,0.00662251655629139,0,0,0,0,0,0.00928792569659443,0,0.00232558139534884
"2011_52",0,0,0,0.0769230769230769,0,NA,0,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0.010230179028133,0.00394477317554241,0.00293255131964809
"2012_01",0.04,0.0714285714285714,0,0,0,NA,0,0.0256410256410256,0,0.00873362445414847,0,0,0,0.027027027027027,0,0,NA,0,0.01,0.00190839694656489,0.0104575163398693
"2012_02",0.0178571428571429,0,0,0,0,NA,0,0.0142857142857143,0,0.00609756097560976,0,0,0,0,0,0,0,0,0.0214132762312634,0.00614439324116743,0.00136986301369863
"2012_03",0,0,0.027027027027027,0,0,NA,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0.0112903225806452,0.00172711571675302,0.00192678227360308
"2012_04",0.0121951219512195,0.037037037037037,0.0309278350515464,0,0,NA,0,0.058252427184466,0,0,0,0,0,0.0256410256410256,0,0,0,0,0.0188916876574307,0.00531914893617021,0.00138121546961326
"2012_05",0.0160427807486631,0.398230088495575,0.0579710144927536,0,0,NA,0.015625,0.0824742268041237,0,0,0,0,0,0,0,0,0.152,0.00546448087431694,0.0118279569892473,0.00530503978779841,0.0112201963534362
"2012_06",0.0269058295964126,0,0.0625,0.238095238095238,0.03125,NA,0.0422535211267606,0.0689655172413793,0,0.0050761421319797,0.00233100233100233,NA,0.00584795321637427,0,0,0.015625,0,0,0.0198618307426598,0.0124858115777526,0.00815217391304348
"2012_07",0.0209059233449477,0.32258064516129,0.0897435897435897,0.0833333333333333,0.0333333333333333,NA,0.0612244897959184,0.104838709677419,0,0,0,0,0.0338983050847458,0,0.037037037037037,0.0212765957446809,0,0.00673400673400673,0.017585931254996,0.00588235294117647,0.00427960057061341
"2012_08",0.0341880341880342,0.032258064516129,0.10077519379845,0.155555555555556,0.028169014084507,NA,0.0614035087719298,0.23841059602649,0,0,0.0128755364806867,0.0317460317460317,0.0375,0.0240963855421687,0,0.0277777777777778,0.0555555555555556,0.00696055684454756,0.0291005291005291,0.0101201771030993,0.0169712793733681
"2012_09",0.0200892857142857,0.032520325203252,0.0303030303030303,0.0256410256410256,0.16,NA,0.0340136054421769,0.164948453608247,0,0.0078125,0.0314685314685315,0.0285714285714286,0.0151515151515152,0.00952380952380952,0.0169491525423729,0,0.15,0.00393700787401575,0.0515759312320917,0.004182156133829,0.0167525773195876
"2012_10",0.0126582278481013,0.0263157894736842,0.0633333333333333,0.0555555555555556,0.106666666666667,NA,0.0606060606060606,0.243654822335025,0,0,0.0394736842105263,0,0.0125,0,0.0769230769230769,0,0,0.00674157303370787,0.0704761904761905,0.0062111801242236,0.0428571428571429
"2012_11",0.0241379310344828,0.0111111111111111,0.0807453416149068,0.454545454545455,0.0327868852459016,NA,0.0932203389830508,0.175,0,0.00602409638554217,0.0461538461538462,0.04,0.0305343511450382,0.0112359550561798,0.0357142857142857,0,0,0.0051413881748072,0.114206128133705,0.00796812749003984,0.0278514588859416
"2012_12",0.0384615384615385,0.0677966101694915,0.304347826086957,0.150943396226415,0,NA,0.208791208791209,0.281767955801105,0,0.0132450331125828,0.0307692307692308,0,0.0258620689655172,0,0,0,0.153846153846154,0.00498338870431894,0.109649122807018,0.00584795321637427,0.0286532951289398
"2012_13",0.0465116279069767,0,0.284552845528455,0.0714285714285714,0,NA,0.333333333333333,0.209302325581395,0,0.00632911392405063,0.0294117647058824,0,0,0,0,0.0967741935483871,0.0476190476190476,0.00873362445414847,0.11734693877551,0.00684261974584555,0.0479452054794521
"2012_14",0.0546875,0.0869565217391304,0.111111111111111,NA,0,NA,0.205882352941176,0.136363636363636,0,0,0.0638297872340425,0.0526315789473684,0.0515463917525773,0.0113636363636364,0,0,0.05,0.013262599469496,0.128571428571429,0.0110565110565111,0.0181543116490166
"2012_15",0.0952380952380952,0,0.0333333333333333,0.0833333333333333,0.0952380952380952,NA,0.260869565217391,0.236842105263158,0,0,0.0789473684210526,0.0714285714285714,0.0163934426229508,0.0158730158730159,0,0,1,0.0128205128205128,0.0894308943089431,0.0140646976090014,0.0204081632653061
"2012_16",0,0.166666666666667,0.05,0.0476190476190476,0.0714285714285714,NA,0.216216216216216,0.1875,0,0.00757575757575758,NA,0,0.09375,0,NA,0,0.235294117647059,0.00995024875621891,0.130081300813008,0.0160142348754448,0.0484848484848485
"2012_17",0.0188679245283019,0.2,0.1875,0.0625,0,NA,0.0833333333333333,0.1,0,0.0387096774193548,0,0.142857142857143,0.0666666666666667,0.0208333333333333,NA,0,0.0666666666666667,0.0120481927710843,0.189655172413793,0.0152838427947598,0.032171581769437
