"time","Austria","Belgium","Croatia","Czechia","Denmark","France","Germany","Hungary","Iceland","Ireland","Italy","Luxembourg","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Spain","Sweden","United Kingdom"
"2009_28",NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0.841463414634146,0,0,NA,NA,0,0,1.88059701492537,0,NA
"2009_29",NA,0,0,NA,NA,NA,NA,0,NA,0.0952380952380952,NA,0,0,0,NA,0,0,0,NA,0,NA
"2009_30",NA,0,0,NA,NA,NA,NA,0,NA,0.0960187353629977,NA,0,0,0,NA,0,0,0,NA,0,0
"2009_31",NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,0,0.487394957983193,NA,0,0,0,NA,0,NA
"2009_32",NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0.00831353919239905,NA
"2009_33",NA,0,0,NA,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,0,0
"2009_34",NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0.0175267770204479,NA
"2009_35",NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,NA
"2009_36",NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,NA
"2009_37",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,11.6666666666667,NA,0,0,0,NA,0,0
"2009_38",NA,0,0,NA,0,NA,0,0,NA,0,NA,0,1.08888888888889,0,NA,0,0,0,0,0,0
"2009_39",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,2.28888888888889,0,0
"2009_40",NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,40.25,NA,0,0,0,5.66901408450704,0,0
"2009_41",NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,13.742819843342,0,0
"2009_42",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,8.91428571428571,0,0
"2009_43",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,1.76447105788423,0,0
"2009_44",NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2009_45",NA,0,0,0,0,NA,67.0492753623188,0,NA,0,NA,0,0,51.0434782608696,NA,0,0,0,10.6174899866489,0,5.44911147011309
"2009_46",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,36.9265536723164,NA,0,0,0,6.17051509769094,0,0
"2009_47",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,31.3277777777778,NA,0,0,0,11.8653530377668,0,0
"2009_48",NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,10.4128440366972,0.0796996823563384,0
"2009_49",NA,0,0,0,0,NA,0,0,NA,0,NA,0.404040404040404,0,8.84278768233387,NA,0,0,0,3.16891891891892,0,0
"2009_50",NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,2.72384937238494,0,0
"2009_51",NA,0,0,0,NA,NA,0,0,NA,0,NA,0.548148148148148,0,5.42913385826772,NA,0,0,0,NA,0,0
"2009_52",NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0.0136674259681093,0
"2009_53",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0.00554016620498615,0
"2010_01",NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"2010_02",NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,6.35849056603774,NA,0,0,0,1.32777777777778,0,0
"2010_03",NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,19.3982300884956,NA,0,0,0,3.70588235294118,0,27.7070707070707
"2010_04",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,5.46153846153846,0,NA,0,0,0,0,0,24.8421052631579
"2010_05",NA,3.21875,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0,0.0740740740740741,0
"2010_06",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,7.78947368421053,17.609375,NA,0.027972027972028,0,0,3.63157894736842,0.190140845070423,99.1084337349398
"2010_07",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,62.6111111111111,NA,0.0862068965517241,0,0,1.34090909090909,0.0396825396825397,0
"2010_08",NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,29.3409090909091,NA,0,0,0,0,0.048048048048048,32.6292134831461
"2010_09",NA,3.94444444444444,0,0,0,NA,0,0,NA,0,NA,0,0,47.4782608695652,NA,0,0,0,0,0.179153094462541,35.8227848101266
"2010_10",NA,0,0,0,5.6,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,2.73913043478261,0.0810810810810811,104.350877192982
"2010_11",NA,9.76470588235294,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,2.78823529411765,0.147945205479452,0
"2010_12",NA,3.84615384615385,0,NA,7.81818181818182,NA,668.588235294118,0,NA,0,NA,0,0,0,NA,0,0,0,0.813953488372093,0.0662650602409639,104.666666666667
"2010_13",NA,0,0,0,3.16666666666667,NA,0,0,NA,0,NA,0,0,25.0263157894737,NA,0,0,0,0.620253164556962,0.033003300330033,0
"2010_14",NA,0,0,0,1.34375,NA,0,0,NA,0,NA,NA,2.08333333333333,0,NA,0,0,0,1.42372881355932,0.300884955752212,55.3095238095238
"2010_15",NA,NA,0,0,2.5625,NA,0,0,NA,0,NA,0,6.2,0,NA,0,0,265.176470588235,0,0.107142857142857,115.44
"2010_16",NA,0,0,0,3.55555555555556,NA,0,0,NA,0,NA,0,0,0,NA,0,0,28.3636363636364,0.72992700729927,0.107913669064748,0
"2010_17",NA,9.4,NA,0,1.73333333333333,NA,0,0,NA,0,NA,12.6666666666667,0,0,NA,0,0,150,2.16822429906542,0.161434977578475,0
"2010_18",NA,4.66666666666667,NA,0,3.41176470588235,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,4.17857142857143,0.0760869565217391,0
"2010_19",NA,28,NA,0,5,NA,0,0,NA,0,NA,0,0,0,NA,0,0,107,0.666666666666667,0.0459770114942529,0
"2010_20",NA,0,NA,17.2432432432432,0,NA,1476.16666666667,0,NA,0,NA,NA,11,0,NA,0,0,0,3,0,82.75
"2010_21",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,6,NA,0
"2010_22",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,2.43137254901961,NA,0
"2010_23",NA,40,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,55,0.590909090909091,NA,76.2333333333333
"2010_24",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,1.03448275862069,NA,0
"2010_25",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,0,0.521739130434783,NA,0
"2010_26",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,10,0,NA,0,0,0,0.433333333333333,NA,0
"2010_27",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0.931034482758621,NA,0
"2010_28",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,1.39130434782609,NA,0
"2010_29",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,1.25,NA,0
"2010_30",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,252.75,0,1.77777777777778,NA,0
"2010_31",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0.259259259259259,NA,0
"2010_32",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,0
"2010_33",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_34",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0
"2010_35",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,1.07692307692308,0,NA,NA,NA,0,0.439024390243902,NA,0
"2010_36",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0
"2010_37",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,2.2,NA,5.97134670487106
"2010_38",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0
"2010_39",NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,6.9366391184573
"2010_40",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,2.75,0,0
"2010_41",0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,4.56338028169014,0,18.8175675675676
"2010_42",0,0,0,0,0,NA,0,0,NA,0,NA,0,0.59375,0,0,0,0,0,1.44554455445545,0,7.69482288828338
"2010_43",0,3.71428571428571,0,0,0,NA,594.315789473684,0,NA,0,NA,0,1.31818181818182,0,0,0,0,0,5.19626168224299,0,6.77697841726619
"2010_44",0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0.1,0,0,0,3.07142857142857,0.15609756097561,31.4639556377079
"2010_45",0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0.5,0,0,0,1.61616161616162,0.0497925311203319,29.7921225382932
"2010_46",0,2.375,0,NA,0,NA,0,0,NA,0,0,15.5,0.444444444444444,0,0,0,980.5,0,5.98484848484849,0.0396825396825397,26.0035211267606
"2010_47",0,7.05882352941176,0,0,0,NA,382.777777777778,0,NA,0,31.2602739726027,0,0.72,11.6170212765957,1,0,711.857142857143,6.71428571428572,5.96666666666667,0.146853146853147,190.99213836478
"2010_48",0,15.1304347826087,0,NA,16.2558139534884,NA,0,0,NA,0,50.88,0,0.690909090909091,0,7,0,0,5.09554140127389,16.1162790697674,0.511976047904192,252.406871609403
"2010_49",0,34.0909090909091,0,NA,0,NA,370.717948717949,0,0,0.302521008403361,21.3943661971831,11,0.607407407407407,0,2.625,0,1251.6,6.03472222222222,5.78313253012048,0.455621301775148,480.12027972028
"2010_50",0,61.6,0,NA,5.96428571428571,NA,2012.14285714286,0,0,1.31147540983607,145.173913043478,5.05263157894737,1.55339805825243,22.7567567567568,6.85714285714286,0,271.916666666667,9.11351351351351,20.5643153526971,1.18181818181818,NA
"2010_51",10.8387096774194,88.7605633802817,0,NA,43.3404255319149,NA,1564.30769230769,0,0,7.38057742782152,313.972602739726,8.4,1.69683257918552,0,9.23076923076923,0,0,18.0491803278689,46.1778290993072,1.00956022944551,NA
"2010_52",0,68.8108108108108,0,0,59.7638888888889,NA,NA,0,0,18.1562913907285,362.571428571429,6.08823529411765,2.19277108433735,0,4.55357142857143,0,0,23.2666666666667,66.2100591715976,1.32964824120603,NA
"2011_01",18.75,166.408163265306,0,0,91.43961352657,NA,1708.125,0,1.42857142857143,33.4012738853503,431.41065830721,15.3125,7.85012919896641,0,8.30769230769231,2.37037037037037,0,73.7295081967213,35.76,3.02019315188762,1011.62709795545
"2011_02",14.0061349693252,78.265306122449,0,0,87.3636363636364,NA,1684.08,0,1.35294117647059,37.2149344096872,345.056179775281,NA,9.688995215311,51.3199195171026,0,0,0,102.389333333333,95.4183673469388,4.36355710549259,1068.4679949131
"2011_03",39.3970588235294,136.5,0,0,111.772413793103,NA,2079.70742358079,82.4697986577181,0,30.8612716763006,613.298013245033,45.4864864864865,16.1145374449339,42.0563758389262,3.33333333333333,4.16037735849057,0,236.833667334669,173.707082833133,2.7219298245614,1024.36022819886
"2011_04",26.8584905660377,164.054054054054,0,120.758064516129,142.112068965517,NA,3028.30278884462,321.391304347826,13.5714285714286,32.9896013864818,NA,42.3456790123457,10.2,101.854625550661,3.06976744186047,40.1074380165289,2263.91304347826,246.083989501312,256.299589603283,7.4087932647334,864.403868031854
"2011_05",61.8823529411765,194.25,0,311.794871794872,176.891891891892,NA,3017.16725978648,52.2133891213389,34.3548387096774,30.2739726027397,1393.55790784558,45.0160427807487,19.7456647398844,115.466666666667,0.743589743589744,54.1467889908257,480.085714285714,286.089686098655,472.975609756098,7.85332182916307,712.648648648649
"2011_06",69.7879858657244,156.153846153846,0,1203.83035714286,195.003891050584,NA,4070.09836065574,63.2920792079208,70.7666666666667,16.1194029850746,1140.90689655172,52.1038961038961,12.5096525096525,93.6128526645768,0.6875,39.8058252427184,0,229.264,420.523719165085,11.2264995523724,1159.33333333333
"2011_07",51.1764705882353,138.333333333333,0,0,113.493333333333,NA,3511.11570247934,118.381766381766,101.2,15.0204081632653,1158.57798165138,37,10.9067796610169,103.341513292434,0,58.7428571428571,136.390625,145.264900662252,385.996007984032,10.8167641325536,628.256513026052
"2011_08",72.337962962963,42.8,0,1136.33707865169,95.3093525179856,NA,5093.40816326531,253.565217391304,68.9210526315789,5.23076923076923,388.030927835052,9.53333333333333,8.6890243902439,173.715710723192,0,148.352601156069,NA,109.618556701031,305.138888888889,9.58884297520661,312.222222222222
"2011_09",68.7446808510638,46.0444444444444,158.517482517483,1314.56140350877,38.5714285714286,NA,5919.375,405.257142857143,60.8571428571429,4.54545454545455,184.882629107981,45.8378378378378,6.82051282051282,272.87037037037,0,95.2961165048544,169.065573770492,64.1379310344828,154.056680161943,10.1485355648536,392.083333333333
"2011_10",79.1388888888889,26,453.275862068965,1036.15384615385,39.33,NA,7215.03053435114,482.389937106918,48,1.71779141104294,153.853658536585,28.3846153846154,3.23529411764706,342.799227799228,0,72.289156626506,4535.79661016949,56.6268656716418,78.225988700565,7.16116116116116,193.172619047619
"2011_11",77.109375,19.8260869565217,255.243902439024,1764.3,10.0649350649351,NA,7693.47540983606,198.126582278481,69.375,0.470588235294118,57.4344262295082,5.88235294117647,4.33928571428571,78.974358974359,0,51.9473684210526,141.051724137931,18.9257142857143,56.8643216080402,3.92486187845304,233.921921921922
"2011_12",51.495145631068,0,374.48275862069,683.2,38.1764705882353,NA,5208.86597938144,288.301886792453,55,0.307692307692308,17.0306748466258,4.63636363636364,1.69014084507042,76.0858895705521,0,23.9673913043478,3444.5,22.1666666666667,40.8264462809917,2.25947521865889,107.063063063063
"2011_13",85.1764705882353,4.22222222222222,106.15,344.372093023256,13.943661971831,NA,4896,295.783783783784,24.8,0.682170542635659,6.11042944785276,11,0.415094339622641,94.6071428571428,0,15.4067796610169,2104.34782608696,13.3274336283186,28.8,1.02272727272727,191.481481481481
"2011_14",0,3.18181818181818,307.2,309.454545454545,5.26829268292683,NA,4672.61538461538,82.1428571428571,11.1176470588235,0.336206896551724,0,0,0.612244897959184,9.35211267605634,0,8.90909090909091,0,10.2181818181818,5.80882352941176,0.337115072933549,48.2105263157895
"2011_15",0,2.77777777777778,12.3809523809524,57.75,2.85,NA,1634,149.827586206897,0,0,15.6235294117647,0,0,28.2222222222222,NA,1.16666666666667,120.777777777778,0,1.23076923076923,0.34639175257732,75.6236933797909
"2011_16",0,0,2.5,NA,1.69230769230769,NA,0,0,NA,0,0,0,0,4.75471698113208,NA,3,148.5,0,0.903225806451613,0.0731707317073171,27.5704697986577
"2011_17",0,0,0,50.5625,0,NA,2795.5,0,NA,0,0,0,0,4.02857142857143,NA,0,745.5,0,0,0.0266272189349112,59.4545454545455
"2011_18",0,0,NA,NA,0,NA,0,0,1,0.0845070422535211,NA,0,0,5.27272727272727,NA,1.66666666666667,0,0,0,0,62.5806451612903
"2011_19",0,0,NA,NA,0,NA,0,0,0,0.075,NA,NA,0,0,NA,0,NA,0,0,0.0173913043478261,0
"2011_20",0,0,NA,NA,0,NA,0,0,0,0.168674698795181,NA,NA,0,0,NA,0,0,0,0,0,0
"2011_21",0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_22",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,129.243243243243
"2011_23",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,49.9487179487179
"2011_24",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_25",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_26",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,0
"2011_27",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_28",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,23.7638888888889
"2011_29",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,10.0604026845638
"2011_30",0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_31",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,2.93632075471698
"2011_32",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,450.6,0,NA,NA,0
"2011_33",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,12.1834061135371
"2011_34",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,65.3636363636364,0,NA,NA,0
"2011_35",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,10.5,NA,0,NA,0,NA,NA,0
"2011_36",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,0
"2011_37",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,NA,0
"2011_38",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0
"2011_39",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0
"2011_40",0,2.26666666666667,0,NA,0,NA,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,14.8088235294118
"2011_41",0,0,0,NA,0,NA,0,0,NA,0,NA,0,4.03846153846154,NA,0,0,0,0,0,0,0
"2011_42",0,0,0,NA,0,NA,1713.5,0,0,0,NA,NA,0,NA,0,0,0,0,0,0.0347826086956522,0
"2011_43",0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0.0979827089337176,4.22115384615385
"2011_44",0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,3.695885509839
"2011_45",0,0,0,NA,0,NA,0,0,0,0,NA,0,1.21428571428571,NA,0,0,0,0,0.993975903614458,0,3.70664505672609
"2011_46",0,0,0,NA,0,NA,0,0,0,0,0,0,0.461538461538462,NA,0,0,0,0,2.18390804597701,0.0558139534883721,18.3127889060092
"2011_47",0,0,0,0,0,NA,0,0,0,0.333333333333333,0,0,0.575342465753425,NA,0,0,0,0,0,0.0986547085201794,7.43626062322946
"2011_48",0,0,0,0,0,NA,381.047619047619,0,0,0,0,0,0.784313725490196,NA,0,0,0,0,0,0,3.656
"2011_49",0,0,0,0,0,NA,0,0,0,0.164179104477612,0,0,0,NA,0,0,0,0,0,0,0
"2011_50",0,0,0,0,0,NA,0,0,0,0.466165413533835,0,0,0,NA,0,0,0,0,0.897058823529412,0.17827868852459,3.35894357743097
"2011_51",3.46478873239437,0,0,NA,0,NA,0,0,0,0,0,0,0.291390728476821,NA,0,0,0,0,3.27863777089783,0,6.3
"2011_52",0,0,0,89.2307692307692,0,NA,0,0,0,0.138461538461538,0,0,0,NA,0,0,0,0,4.28644501278772,0.0315581854043393,4.73607038123167
"2012_01",5.32,6,0,0,0,NA,0,37.5128205128205,0,0.305676855895196,0,0,0,NA,0,0,NA,0,3.42,0.0305343511450382,25.1398692810458
"2012_02",8.25,0,0,0,0,NA,0,22.8285714285714,0,0.24390243902439,0,0,0,NA,0,0,0,0,17.96573875803,0.0921658986175115,3.52465753424658
"2012_03",0,0,0.0810810810810811,0,0,NA,0,0,0,0,24.0631578947368,0,0,NA,0,0,0,0,14.35,0.0189982728842832,4.42196531791908
"2012_04",5.68292682926829,3.62962962962963,1.76288659793814,0,0,NA,0,128.038834951456,0,0,0,0,0,NA,0,0,0,0,34.1561712846348,0.132978723404255,3.24309392265193
"2012_05",8.13368983957219,72.0796460176991,8.34782608695652,0,0,NA,232.90625,205.855670103093,0,0,0,0,0,NA,0,0,936.168,4.89071038251366,23.6086021505376,0.111405835543767,28.2636746143057
"2012_06",17.1390134529148,0,13.5,467.380952380952,3.6875,NA,685.394366197183,233.724137931034,0,0.3248730964467,22.4032634032634,NA,0.286549707602339,NA,0,0.75,0,0,46.3972366148532,0.337116912599319,23.9510869565217
"2012_07",12.7108013937282,231.612903225806,50.7948717948718,183.5,4.3,NA,1040.14285714286,473.661290322581,0,0,0,0,1.86440677966102,NA,0.925925925925926,0.617021276595745,0,6.37037037037037,41.7490007993605,0.3,10.7203994293866
"2012_08",25.1623931623932,21,164.666666666667,331.022222222222,4.25352112676056,NA,1076.28070175439,1747.07284768212,0,0,74.3175965665236,2.50793650793651,1.725,NA,0,1.27777777777778,423.222222222222,5.74941995359629,53.8650793650794,0.941176470588235,41.257180156658
"2012_09",17.6183035714286,19.869918699187,96.3636363636364,70.6923076923077,22.56,NA,631.394557823129,1416.24742268041,0,0.6640625,126.818181818182,3.94285714285714,0.712121212121212,NA,0.711864406779661,0,1087.5,4.06692913385827,61.4269340974212,0.485130111524164,45.014175257732
"2012_10",9.89873417721519,11.5,401.216666666667,194.277777777778,17.0666666666667,NA,1017.81818181818,2062.05076142132,0,0,115.223684210526,0,0.9625,NA,3.46153846153846,0,0,7.38202247191011,51.1657142857143,0.677018633540373,106.542857142857
"2012_11",16.148275862069,3.78888888888889,432.472049689441,1805,3.9016393442623,NA,1567.12711864407,956.9,0,0.246987951807229,85.8923076923077,5.72,1.2824427480916,NA,0.821428571428571,0,0,5.42416452442159,57.1030640668524,0.820717131474104,69.5172413793103
"2012_12",21,10.0338983050847,2899.82608695652,623.698113207547,0,NA,3188.45054945055,1442.37016574586,0,0.397350993377483,38.5230769230769,0,1.08620689655172,NA,0,0,1195.38461538462,5.12292358803987,33.5526315789474,0.339181286549708,78.4240687679083
"2012_13",18.4651162790698,0,1398.86178861789,244.071428571429,0,NA,4239.33333333333,619.744186046512,0,0.126582278481013,28.6764705882353,0,0,NA,0,1.93548387096774,403,7.79912663755458,23.234693877551,0.260019550342131,124.993150684931
"2012_14",6.5078125,4.8695652173913,711.555555555556,NA,0,NA,2111.94117647059,206.181818181818,0,0,38.936170212766,3,1.75257731958763,NA,0,0,281.05,9.58885941644562,14.2714285714286,0.30958230958231,30.6989409984871
"2012_15",0.857142857142857,0,58.9333333333333,188.75,4.28571428571429,NA,2443.5652173913,260.289473684211,0,0,53.5263157894737,0.642857142857143,0.377049180327869,NA,0,0,5476,7.11538461538461,10.5528455284553,0.154711673699015,37.1020408163265
"2012_16",0,4.83333333333333,58.1,78.9047619047619,3.35714285714286,NA,2121.2972972973,156.9375,NA,0.128787878787879,NA,0,3.1875,NA,NA,0,1272.47058823529,7.11442786069652,14.8292682926829,0.224199288256228,102.690909090909
"2012_17",0,3.6,84,87.125,0,NA,774.5,43.4,NA,0.387096774193548,0,5.71428571428571,2.13333333333333,NA,NA,0,299.866666666667,4.59036144578313,17.0689655172414,0.0917030567685589,61.769436997319
"2012_18",0,0,80.4,81.5833333333333,0,NA,416.941176470588,10.6363636363636,NA,0.684210526315789,NA,0,0.476190476190476,NA,0,0,605.6,0,11.787037037037,0.0575342465753425,109.263157894737
"2012_19",0,0,0,NA,6.19354838709677,NA,0,0,NA,0,NA,7.75,1.43333333333333,NA,NA,0,444.5,3.7007874015748,11.224,0.0670391061452514,59.4524495677233
"2012_20",0,0,0,NA,0,NA,0,0,NA,0.209677419354839,NA,0,3.2,NA,NA,0,0,2.92125984251969,9.41860465116279,0.0169491525423729,70.7777777777778
"2012_21",0,0,0,NA,NA,NA,1206.16666666667,NA,NA,0.0961538461538462,NA,NA,1.36842105263158,NA,NA,0,0,0,NA,NA,61.547619047619
"2012_22",0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.818181818181818,NA,NA,0,0,3.35915492957746,NA,NA,62.580198019802
"2012_23",0,NA,NA,NA,NA,NA,0,NA,NA,0.0434782608695652,NA,NA,0,NA,NA,0,358,0,NA,NA,30.4324324324324
"2012_24",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.529411764705882,NA,NA,0,0,0,NA,NA,99.8762278978389
"2012_25",0,NA,NA,NA,NA,NA,0,NA,NA,0.0657894736842105,NA,NA,0,NA,0,NA,0,0,NA,NA,19.7027600849257
"2012_26",0,NA,NA,NA,NA,NA,0,NA,NA,0.13953488372093,NA,NA,0,NA,NA,NA,0,2.77570093457944,NA,NA,24.6933333333333
"2012_27",0,NA,NA,NA,NA,NA,0,NA,NA,0.195652173913043,NA,NA,0,NA,0,NA,0,0,NA,NA,11.0091116173121
"2012_28",0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,21.0115606936416
"2012_29",0,NA,NA,NA,NA,NA,0,NA,NA,0.0449438202247191,NA,NA,0,NA,NA,NA,NA,0,NA,NA,11.406015037594
